Variable,hhid,personid,respondent,cohort,qn1a,numppl,qn1b,qn1c,qn1d,qn1f,qn1g,qn1h,qn1i,qn1jyear,qn1k,qn1l,qn2a,qn2b,qn3a,qn3b,qn4a,qn4b,qn4c,qn4e,qn4j,qn5a,qn5b,qn5c,qn6a,qn6b,qn7,qn8a,qn8b,qn9,qn10a,qn10b,qn11a,qn11aa,qn12,qn13,qn18a,qn18b,qn18c,qn18d01,qn18dmnth,qn18dyear,qn18e,qn19b,qn20,qn24a,qn24b,qn25a,qn25b,qn25c,qn25d,qn26b,qn26d,qn26e,qn26estate,qn26f,qn26h,qn27a,qn27b01,qn27bmnth,qn27byear,qn27c,qn28a,qn28b,qn29b,qn29c,qn29c_months,Weight_person,Weight_person_pop,Weight_person_R1,Weight_person_R2,Weight_person_R3,Weight_person_R4,Weight_person_R5,Weight_person_R6,Weight_person_R7,Weight_person_R8,Weight_person_R9,Weight_person_R10,Weight_person_R11,Weight_person_R12,Weight_person_R13,Weight_person_R14,Weight_person_R15,Weight_person_R16,Weight_person_R17,Weight_person_R18,Weight_person_R19,Weight_person_R20,Weight_person_R21,Weight_person_R22,Weight_person_R23,Weight_person_pop_R1,Weight_person_pop_R2,Weight_person_pop_R3,Weight_person_pop_R4,Weight_person_pop_R5,Weight_person_pop_R6,Weight_person_pop_R7,Weight_person_pop_R8,Weight_person_pop_R9,Weight_person_pop_R10,Weight_person_pop_R11,Weight_person_pop_R12,Weight_person_pop_R13,Weight_person_pop_R14,Weight_person_pop_R15,Weight_person_pop_R16,Weight_person_pop_R17,Weight_person_pop_R18,Weight_person_pop_R19,Weight_person_pop_R20,Weight_person_pop_R21,Weight_person_pop_R22,Weight_person_pop_R23,qn30a,qn30d,qn31a,qn31d,qn31e,qn31f,qn31f_months,qn32a,qn32d,qn32e,qn33a,qn33d,qn33e,qn33f,qn33f_months,qn34a,qn34d,qn34e,qn34f,qn34f_months,qn35a,qn38a,qn38b,qn38c,ui_soi_pubassist,ui_soi,Weight_household,Weight_household_pop,Weight_household_R1,Weight_household_R2,Weight_household_R3,Weight_household_R4,Weight_household_R5,Weight_household_R6,Weight_household_R7,Weight_household_R8,Weight_household_R9,Weight_household_R10,Weight_household_R11,Weight_household_R12,Weight_household_R13,Weight_household_R14,Weight_household_R15,Weight_household_R16,Weight_household_R17,Weight_household_R18,Weight_household_R19,Weight_household_R20,Weight_household_R21,Weight_household_R22,Weight_household_R23,Weight_household_pop_R1,Weight_household_pop_R2,Weight_household_pop_R3,Weight_household_pop_R4,Weight_household_pop_R5,Weight_household_pop_R6,Weight_household_pop_R7,Weight_household_pop_R8,Weight_household_pop_R9,Weight_household_pop_R10,Weight_household_pop_R11,Weight_household_pop_R12,Weight_household_pop_R13,Weight_household_pop_R14,Weight_household_pop_R15,Weight_household_pop_R16,Weight_household_pop_R17,Weight_household_pop_R18,Weight_household_pop_R19,Weight_household_pop_R20,Weight_household_pop_R21,Weight_household_pop_R22,Weight_household_pop_R23,ui_agect_arrival,qn17_01,qn17_02,qn17_03,qn17_04,qn17_05,qn17_06,qn17_07,qn17_08,qn17_97,qn26ha_01,qn26ha_02,qn26ha_03,qn26ha_04,qn26ha_05,qn26ha_06,qn26ha_07,qn26ha_08,qn26ha_97,qn29a_01,qn29a_02,qn29a_03,qn29a_04,qn29a_05,qn29a_06,qn29a_07,qn29a_08,qn29a_09,qn29a_10,qn29a_11,qn29a_12,qn29a_97,qn29d_01,qn29d_02,qn29d_03,qn29d_04,qn29d_97,qn30b_01,qn30b_02,qn30b_03,qn30b_04,qn30b_05,qn31b_01,qn31b_02,qn31b_03,qn31b_04,qn31b_05,qn32b_01,qn32b_02,qn32b_03,qn32b_04,qn32b_05,qn33b_01,qn33b_02,qn33b_03,qn33b_04,qn33b_05,qn34b_01,qn34b_02,qn34b_03,qn34b_04,qn34b_05,ui_qn8a_annual,ui_qn10a_annual,ui_cashassist,ui_lfp,ui_emprate,ui_medicaidrma,ui_lpr,ui_school,ui_work
,6902,69024,0,2,4,5,4,,10.00,2,10,10,97,2016,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,313.07,3.74,5.56,3.77,3.33,4.23,3.92,4.05,3.39,3.78,3.79,3.39,,3.61,5.45,4.54,3.44,4.22,4.64,4.29,3.78,3.91,4.11,3.90,308.90,450.51,307.47,272.83,346.00,319.24,329.22,277.78,310.83,310.94,275.82,,291.91,445.37,368.28,280.20,342.28,376.79,349.62,308.57,310.64,324.49,304.77,2,12,1,,,2,,1,,,1,,,2,,1,,,2,,1,2,1350.00,1,1,3,1.00,78.27,0.98,0.99,1.01,1.05,0.97,1.04,0.94,1.01,1.03,0.98,1.00,,1.00,1.03,0.93,0.99,1.01,1.00,0.94,1.00,1.01,0.99,0.99,81.62,82.07,83.19,86.61,80.70,85.19,78.07,82.97,85.61,80.90,82.11,,81.98,85.13,76.14,81.63,82.99,82.35,77.47,83.01,81.22,79.48,78.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,6902,69021,1,2,1,5,1,1,39.00,1,10,10,97,2016,3,,12,5,5,97,3,2,1,1,,2,1,,40,,16.00,,,,,,,,,,12,40,29000.00,1,5,2016,1,1,1,1,,1,,,,5,2,,,3,2,2,9,,2017,,1,1,4,1,,3.21,249.32,3.29,3.30,3.25,3.35,3.33,3.23,3.29,3.33,3.30,3.20,3.37,,3.22,3.21,3.29,3.28,3.22,3.23,3.18,3.24,3.22,3.25,3.22,271.33,267.59,264.76,274.25,273.01,263.34,266.98,272.35,271.51,262.67,273.95,,260.40,262.66,267.17,266.80,261.22,262.24,259.17,264.65,255.77,257.11,251.60,2,12,1,,,2,,1,,,1,,,2,,1,,,2,,1,2,1350.00,1,1,3,1.00,78.27,0.98,0.99,1.01,1.05,0.97,1.04,0.94,1.01,1.03,0.98,1.00,,1.00,1.03,0.93,0.99,1.01,1.00,0.94,1.00,1.01,0.99,0.99,81.62,82.07,83.19,86.61,80.70,85.19,78.07,82.97,85.61,80.90,82.11,,81.98,85.13,76.14,81.63,82.99,82.35,77.47,83.01,81.22,79.48,78.52,3,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,0,1
,6902,69023,0,2,3,5,4,,13.00,1,10,10,97,2016,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,48.58,0.51,0.65,0.68,0.53,0.61,0.66,0.57,0.62,0.57,0.59,0.66,,0.58,0.52,0.51,1.13,0.70,0.64,0.68,0.51,0.61,0.64,0.60,42.32,52.97,55.36,43.25,49.86,54.00,46.38,50.61,47.06,48.14,53.50,,46.74,42.46,41.71,91.72,56.54,51.95,55.29,41.53,48.35,50.92,47.26,2,12,1,,,2,,1,,,1,,,2,,1,,,2,,1,2,1350.00,1,1,3,1.00,78.27,0.98,0.99,1.01,1.05,0.97,1.04,0.94,1.01,1.03,0.98,1.00,,1.00,1.03,0.93,0.99,1.01,1.00,0.94,1.00,1.01,0.99,0.99,81.62,82.07,83.19,86.61,80.70,85.19,78.07,82.97,85.61,80.90,82.11,,81.98,85.13,76.14,81.63,82.99,82.35,77.47,83.01,81.22,79.48,78.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,6902,69025,0,2,5,5,4,,8.00,2,10,10,97,2016,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,313.07,3.74,5.56,3.77,3.33,4.23,3.92,4.05,3.39,3.78,3.79,3.39,,3.61,5.45,4.54,3.44,4.22,4.64,4.29,3.78,3.91,4.11,3.90,308.90,450.51,307.47,272.83,346.00,319.24,329.22,277.78,310.83,310.94,275.82,,291.91,445.37,368.28,280.20,342.28,376.79,349.62,308.57,310.64,324.49,304.77,2,12,1,,,2,,1,,,1,,,2,,1,,,2,,1,2,1350.00,1,1,3,1.00,78.27,0.98,0.99,1.01,1.05,0.97,1.04,0.94,1.01,1.03,0.98,1.00,,1.00,1.03,0.93,0.99,1.01,1.00,0.94,1.00,1.01,0.99,0.99,81.62,82.07,83.19,86.61,80.70,85.19,78.07,82.97,85.61,80.90,82.11,,81.98,85.13,76.14,81.63,82.99,82.35,77.47,83.01,81.22,79.48,78.52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,6902,69022,0,2,2,5,2,1,38.00,2,10,10,97,2016,3,2,14,97,1,,2,2,1,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,5,2,,,3,2,2,9,,2017,,1,1,4,1,,3.21,249.32,3.29,3.30,3.25,3.35,3.33,3.23,3.29,3.33,3.30,3.20,3.37,,3.22,3.21,3.29,3.28,3.22,3.23,3.18,3.24,3.22,3.25,3.22,271.33,267.59,264.76,274.25,273.01,263.34,266.98,272.35,271.51,262.67,273.95,,260.40,262.66,267.17,266.80,261.22,262.24,259.17,264.65,255.77,257.11,251.60,2,12,1,,,2,,1,,,1,,,2,,1,,,2,,1,2,1350.00,1,1,3,1.00,78.27,0.98,0.99,1.01,1.05,0.97,1.04,0.94,1.01,1.03,0.98,1.00,,1.00,1.03,0.93,0.99,1.01,1.00,0.94,1.00,1.01,0.99,0.99,81.62,82.07,83.19,86.61,80.70,85.19,78.07,82.97,85.61,80.90,82.11,,81.98,85.13,76.14,81.63,82.99,82.35,77.47,83.01,81.22,79.48,78.52,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,0,3
,6903,69031,1,1,1,3,1,1,61.00,1,10,10,97,2014,3,,6,2,4,97,4,3,1,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,2,2,,,13,7,2,9,,2014,,2,2,4,1,,1.05,81.19,1.07,1.13,0.97,1.06,1.15,1.06,1.12,0.95,0.97,0.98,0.96,1.09,1.08,1.08,1.00,1.13,0.99,1.12,0.98,,1.13,1.03,1.03,88.39,91.44,79.17,86.79,94.45,86.42,90.90,77.81,79.60,80.71,77.92,88.77,87.62,88.35,80.95,91.67,80.38,90.99,80.13,,89.66,81.26,80.35,2,12,1,,,2,,1,,,2,12,2,8,,1,,,2,,1,2,450.00,1,1,5,1.24,97.37,1.24,1.24,1.23,1.21,1.23,1.34,1.22,1.20,1.26,1.23,1.21,1.28,1.24,1.33,1.21,1.26,1.26,1.23,1.17,,1.24,1.23,1.22,103.46,102.30,101.40,100.13,102.26,109.91,100.80,98.78,104.61,101.82,99.15,106.09,101.56,109.85,99.49,103.68,103.63,101.30,96.37,,99.85,98.10,96.41,5,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,,,,,,,,1,2,3,1,1,0,3
,6903,69032,0,1,2,3,2,1,52.00,2,10,10,97,2014,3,2,12,5,1,,4,3,1,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,2,2,,,13,7,2,9,,2014,,2,2,4,1,,0.98,76.12,1.01,1.06,0.90,0.94,1.13,0.96,1.00,0.94,0.93,0.92,0.90,1.02,1.02,1.01,0.93,1.07,0.90,1.07,0.91,,1.06,0.95,0.97,83.24,85.62,73.10,77.09,92.53,78.03,81.34,76.53,76.40,75.34,73.01,82.89,82.40,82.41,75.58,87.10,73.04,87.19,73.92,,84.52,75.35,75.42,2,12,1,,,2,,1,,,2,12,2,8,,1,,,2,,1,2,450.00,1,1,5,1.24,97.37,1.24,1.24,1.23,1.21,1.23,1.34,1.22,1.20,1.26,1.23,1.21,1.28,1.24,1.33,1.21,1.26,1.26,1.23,1.17,,1.24,1.23,1.22,103.46,102.30,101.40,100.13,102.26,109.91,100.80,98.78,104.61,101.82,99.15,106.09,101.56,109.85,99.49,103.68,103.63,101.30,96.37,,99.85,98.10,96.41,4,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,,,,,,,,1,2,3,1,1,0,3
,6903,69033,0,1,3,3,4,4,27.00,1,10,24,97,2014,3,2,11,5,6,98,3,2,1,1,,2,1,,98,,9998.00,999998,,,,,,,,,98,98,999998.00,8,,,2,9,1,8,,1,,,,2,2,,,13,7,2,8,,,2,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,1,,,2,,1,,,2,12,2,8,,1,,,2,,1,2,450.00,1,1,5,1.24,97.37,1.24,1.24,1.23,1.21,1.23,1.34,1.22,1.20,1.26,1.23,1.21,1.28,1.24,1.33,1.21,1.26,1.26,1.23,1.17,,1.24,1.23,1.22,103.46,102.30,101.40,100.13,102.26,109.91,100.80,98.78,104.61,101.82,99.15,106.09,101.56,109.85,99.49,103.68,103.63,101.30,96.37,,99.85,98.10,96.41,2,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,,,,,,999998,,1,1,1,2,1,0,1
,6906,69062,0,1,2,2,5,5,75.00,2,10,10,97,2014,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,4,1,2,,1,,,1,,,2,,1,,,2,,1,1,1000.00,8,1,5,1.53,120.57,1.51,1.56,1.54,1.51,1.43,1.68,1.49,1.49,1.56,1.53,1.48,1.65,1.56,1.61,1.51,1.55,,1.51,1.46,1.61,1.56,1.50,1.51,126.00,128.93,127.21,125.04,118.95,137.97,123.72,123.20,129.75,126.41,121.21,136.78,127.26,132.95,124.19,128.12,,124.33,120.28,133.38,126.25,119.95,119.14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,,,,,,
,6906,69061,1,1,1,2,1,5,64.00,2,10,10,97,2014,3,,15,5,1,,3,2,1,2,1,2,1,,98,,11.00,,,,,,,,,,98,98,999998.00,1,7,2016,3,7,1,1,,1,,,,48,2,,,3,7,2,8,,,2,1,1,4,4,,0.84,65.58,0.85,0.90,0.82,0.84,0.87,0.86,0.88,0.76,0.78,0.79,0.78,0.98,0.85,0.87,0.78,0.87,,0.88,0.80,0.83,0.92,0.81,0.82,70.51,72.77,66.61,68.84,71.11,70.00,71.71,62.29,64.54,64.59,63.02,79.89,68.91,71.12,63.37,71.18,,71.48,65.56,67.73,72.75,63.94,64.45,1,,2,4,1,2,,1,,,1,,,2,,1,,,2,,1,1,1000.00,8,1,5,1.53,120.57,1.51,1.56,1.54,1.51,1.43,1.68,1.49,1.49,1.56,1.53,1.48,1.65,1.56,1.61,1.51,1.55,,1.51,1.46,1.61,1.56,1.50,1.51,126.00,128.93,127.21,125.04,118.95,137.97,123.72,123.20,129.75,126.41,121.21,136.78,127.26,132.95,124.19,128.12,,124.33,120.28,133.38,126.25,119.95,119.14,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,2,1,0,1
,6913,69131,1,2,1,1,1,7,31.00,1,16,97,97,2017,4,,8,2,1,,2,1,2,1,,2,1,,40,,9998.00,1500,1,,,,,,,,40,50,999998.00,1,2,2017,1,9,1,2,4,1,,,,12,2,,,3,7,2,1,4,2018,,1,1,2,1,,1.85,143.36,1.77,1.83,1.81,1.84,1.80,1.87,1.93,1.88,1.82,1.77,2.06,1.91,1.67,1.80,1.95,1.83,1.90,,1.66,1.73,1.81,1.79,1.84,145.79,148.43,147.14,150.30,146.98,152.24,156.93,154.14,149.77,145.22,167.03,155.57,134.87,147.39,158.04,149.21,154.14,,135.53,141.42,143.91,141.75,143.61,1,,1,,,2,,1,,,1,,,8,,1,,,3,3,1,1,700.00,1,2,7,2.99,234.74,2.95,2.94,3.01,3.06,2.98,2.97,3.13,2.86,2.91,2.85,3.16,3.05,3.13,2.87,3.19,2.95,3.14,,2.85,2.86,3.01,2.92,2.99,246.44,242.79,248.48,253.75,247.02,244.28,259.10,235.80,242.18,235.80,258.83,252.55,255.85,237.68,262.56,243.33,257.69,,234.60,236.54,243.26,233.85,235.88,3,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,75000,,2,1,1,2,1,0,1
,6915,69152,0,2,2,3,2,1,36.00,2,10,10,1,2017,4,2,12,5,1,,4,2,1,1,,1,,,,,,,,,,,2,8,2,1,24,27,7000.00,9,,2018,3,2,1,1,,2,1,,,9,1,2,4,13,2,2,9,,2018,,1,1,4,1,,0.76,59.34,0.70,0.75,0.81,0.73,0.73,0.80,0.77,0.72,0.73,0.73,0.81,0.85,0.72,0.79,0.74,0.74,,0.79,0.80,0.69,0.74,0.76,0.77,57.68,60.97,66.32,59.55,59.99,65.40,62.24,59.22,59.81,59.95,66.21,69.44,58.62,64.41,60.17,60.38,,63.89,64.99,56.65,59.16,60.03,60.12,2,12,1,,,2,,1,,,1,,,2,,1,,,2,,1,2,1800.00,1,1,3,0.94,73.51,0.90,0.91,0.99,0.94,0.93,0.94,0.91,0.92,0.94,0.89,0.98,0.94,0.96,0.92,0.94,0.92,,0.99,0.92,0.87,0.96,0.93,0.93,75.51,75.19,81.64,78.29,77.50,77.51,75.48,75.85,78.45,73.37,80.18,77.61,78.12,76.12,77.39,75.61,,81.43,75.91,72.04,77.32,74.62,73.67,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,,2
,6915,69153,0,2,3,3,4,4,16.00,2,10,10,1,2017,4,2,6,2,6,98,4,2,1,6,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,2,2,1,1,9,1,2,4,13,7,2,9,,2018,,1,1,4,1,,1.00,77.67,1.02,0.98,1.12,1.00,0.97,1.03,0.99,0.91,0.99,0.93,1.10,1.09,1.06,1.00,0.97,0.94,,1.00,1.06,0.89,0.96,0.99,1.04,84.17,79.41,91.28,81.49,79.67,83.57,80.63,74.44,81.60,75.95,89.54,88.72,85.63,82.07,78.71,76.58,,81.33,86.44,72.25,76.51,77.94,80.96,2,12,1,,,2,,1,,,1,,,2,,1,,,2,,1,2,1800.00,1,1,3,0.94,73.51,0.90,0.91,0.99,0.94,0.93,0.94,0.91,0.92,0.94,0.89,0.98,0.94,0.96,0.92,0.94,0.92,,0.99,0.92,0.87,0.96,0.93,0.93,75.51,75.19,81.64,78.29,77.50,77.51,75.48,75.85,78.45,73.37,80.18,77.61,78.12,76.12,77.39,75.61,,81.43,75.91,72.04,77.32,74.62,73.67,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,1,3
,6915,69151,1,2,1,3,1,1,46.00,1,10,10,1,2017,4,,16,6,5,98,3,2,1,1,,2,2,2,2,35,11.00,,,13.00,,,,,,,40,35,20000.00,1,6,2017,2,11,1,2,98,1,,,,9,1,2,4,13,2,2,1,1,2018,,1,1,4,1,,0.73,56.98,0.69,0.69,0.78,0.69,0.71,0.75,0.74,0.71,0.70,0.70,0.79,0.79,0.71,0.77,0.73,0.71,,0.75,0.76,0.66,0.71,0.74,0.74,57.32,56.18,63.80,56.74,57.81,61.43,59.74,58.39,57.51,57.48,64.19,64.81,57.25,63.14,59.30,58.05,,61.14,62.26,53.75,56.67,58.40,57.74,2,12,1,,,2,,1,,,1,,,2,,1,,,2,,1,2,1800.00,1,1,3,0.94,73.51,0.90,0.91,0.99,0.94,0.93,0.94,0.91,0.92,0.94,0.89,0.98,0.94,0.96,0.92,0.94,0.92,,0.99,0.92,0.87,0.96,0.93,0.93,75.51,75.19,81.64,78.29,77.50,77.51,75.48,75.85,78.45,73.37,80.18,77.61,78.12,76.12,77.39,75.61,,81.43,75.91,72.04,77.32,74.62,73.67,4,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,0,1
,6916,69162,0,2,2,4,2,1,58.00,1,10,10,1,2016,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,3,6,1,,,1,,,2,,1,,,2,,1,1,2100.00,1,1,3,1.23,97.07,1.27,1.15,1.22,1.24,1.28,1.22,1.28,1.24,1.23,1.15,1.24,1.19,1.24,,1.24,1.22,1.32,1.27,1.25,1.19,1.21,1.30,1.28,106.34,94.95,100.78,102.69,106.26,100.61,106.25,102.64,102.17,94.97,101.31,98.66,101.73,,102.08,100.27,108.09,104.29,102.72,98.09,97.78,104.08,101.01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,6916,69164,0,2,4,4,4,1,25.00,2,10,10,1,2016,4,2,16,1,1,,2,1,1,1,,2,1,,20,,9998.00,999998,,,,,,,,,48,40,999998.00,1,8,2016,2,97,1,2,4,1,,,,47,2,,,3,7,2,1,7,2017,,1,1,4,1,,0.86,66.75,0.83,0.80,0.85,0.86,0.93,0.86,0.88,0.83,0.82,0.83,0.84,0.90,0.99,,0.88,0.83,0.89,0.88,0.89,0.84,0.86,0.87,0.88,68.15,64.92,68.99,70.25,76.27,69.95,71.35,67.85,67.27,68.01,68.21,73.82,80.44,,71.36,67.16,72.28,71.39,72.54,68.27,68.29,68.72,68.74,2,3,1,,,3,6,1,,,1,,,2,,1,,,2,,1,1,2100.00,1,1,3,1.23,97.07,1.27,1.15,1.22,1.24,1.28,1.22,1.28,1.24,1.23,1.15,1.24,1.19,1.24,,1.24,1.22,1.32,1.27,1.25,1.19,1.21,1.30,1.28,106.34,94.95,100.78,102.69,106.26,100.61,106.25,102.64,102.17,94.97,101.31,98.66,101.73,,102.08,100.27,108.09,104.29,102.72,98.09,97.78,104.08,101.01,2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,999998,,2,1,1,2,1,0,1
,6916,69161,1,2,1,4,1,1,51.00,2,10,10,1,2016,4,,6,2,1,,4,4,1,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,47,2,,,3,1,2,8,,,2,2,1,4,1,,0.92,71.31,0.91,0.88,0.86,0.92,0.99,0.89,0.96,0.95,0.88,0.86,0.92,0.90,0.88,,0.91,0.91,0.92,1.02,0.93,0.88,0.94,0.95,0.94,74.86,71.13,69.97,75.62,81.11,72.81,78.06,77.70,72.76,70.82,74.73,73.12,70.78,,74.24,73.81,74.79,82.53,75.69,71.42,74.97,74.70,73.22,2,3,1,,,3,6,1,,,1,,,2,,1,,,2,,1,1,2100.00,1,1,3,1.23,97.07,1.27,1.15,1.22,1.24,1.28,1.22,1.28,1.24,1.23,1.15,1.24,1.19,1.24,,1.24,1.22,1.32,1.27,1.25,1.19,1.21,1.30,1.28,106.34,94.95,100.78,102.69,106.26,100.61,106.25,102.64,102.17,94.97,101.31,98.66,101.73,,102.08,100.27,108.09,104.29,102.72,98.09,97.78,104.08,101.01,4,0,0,0,1,0,0,0,0,0,,,,,,,,,,98,98,98,98,98,98,98,98,98,98,98,98,98,0,0,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,0,3
,6916,69163,0,2,3,4,4,4,18.00,1,10,10,1,2016,4,2,7,2,6,97,2,1,1,1,,1,,,,,,,,,,,2,98,3,1,98,6,950.00,1,8,2018,2,2,1,1,,2,2,1,1,47,2,,,3,7,2,1,7,2017,,1,1,4,1,,1.01,78.50,1.00,1.01,1.05,1.01,0.93,1.06,1.01,1.02,1.03,0.97,1.02,1.04,0.80,,0.94,0.94,1.03,1.07,1.02,0.98,1.02,0.99,1.02,82.15,81.71,85.66,82.54,76.34,85.92,82.32,83.85,85.09,79.19,82.62,84.92,64.81,,76.54,76.86,83.93,87.27,83.22,79.89,81.41,78.24,79.45,2,3,1,,,3,6,1,,,1,,,2,,1,,,2,,1,1,2100.00,1,1,3,1.23,97.07,1.27,1.15,1.22,1.24,1.28,1.22,1.28,1.24,1.23,1.15,1.24,1.19,1.24,,1.24,1.22,1.32,1.27,1.25,1.19,1.21,1.30,1.28,106.34,94.95,100.78,102.69,106.26,100.61,106.25,102.64,102.17,94.97,101.31,98.66,101.73,,102.08,100.27,108.09,104.29,102.72,98.09,97.78,104.08,101.01,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,1,2
,6919,69193,0,3,3,4,4,4,15.00,1,1,1,97,2018,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,6.70,0.04,0.09,0.08,0.07,0.07,0.09,0.09,0.09,0.08,0.11,0.09,0.09,0.09,0.09,,0.08,0.09,0.08,0.08,0.09,0.09,0.09,0.08,3.03,7.02,6.73,5.45,5.71,7.05,7.19,7.42,6.63,8.87,7.14,7.24,7.57,7.05,,6.11,7.61,6.89,6.72,7.67,6.89,7.15,6.47,2,6,8,,,8,,8,,,8,,,8,,8,,,8,,8,1,750.00,2,1,3,0.13,10.37,0.13,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.14,0.14,0.13,0.13,,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.13,11.24,11.32,11.15,11.33,11.29,11.07,11.47,11.12,10.92,11.43,11.16,11.40,10.74,11.03,,11.40,10.70,11.12,10.89,11.22,10.58,10.47,10.38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,999,,,,,,
